jppfs_cor:CollectionOfConstructionAssistanceFundReceivablesInvCF,建設協力金の回収による収入、投資活動によるキャッシュ・フロー,Collection of construction assistance fund receivables,Collection of construction assistance fund receivables-InvCF
jppfs_cor:ProceedsFromContributionReceivedForConstructionInvCF,工事負担金等受入による収入、投資活動によるキャッシュ・フロー,Proceeds from contribution received for construction,Proceeds from contribution received for construction-InvCF
jppfs_cor:DecreaseIncreaseInTimeDepositsInvCF,定期預金の増減額（△は増加）、投資活動によるキャッシュ・フロー,Decrease (increase) in time deposits,Decrease (increase) in time deposits-InvCF
jppfs_cor:NetDecreaseIncreaseInTimeDepositsInvCF,定期預金の純増減額（△は増加）、投資活動によるキャッシュ・フロー,Net decrease (increase) in time deposits,Net decrease (increase) in time deposits-InvCF
jppfs_cor:PaymentsIntoTimeDepositsInvCF,定期預金の預入による支出、投資活動によるキャッシュ・フロー,Payments into time deposits,Payments into time deposits-InvCF
jppfs_cor:ProceedsFromWithdrawalOfTimeDepositsInvCF,定期預金の払戻による収入、投資活動によるキャッシュ・フロー,Proceeds from withdrawal of time deposits,Proceeds from withdrawal of time deposits-InvCF
jppfs_cor:ProceedsFromSalesOfParentStockHeldBySubsidiariesInvCF,子会社の所有する親会社株式の売却による収入、投資活動によるキャッシュ・フロー,Proceeds from sales of shares of parent held by subsidiaries,Proceeds from sales of shares of parent held by subsidiaries-InvCF
jppfs_cor:PurchaseOfInvestmentsInCapitalOfSubsidiariesInvCF,子会社出資金の取得による支出、投資活動によるキャッシュ・フロー,Purchase of investments in capital of subsidiaries,Purchase of investments in capital of subsidiaries-InvCF
jppfs_cor:ProceedsFromLiquidationOfSubsidiariesInvCF,子会社の清算による収入、投資活動によるキャッシュ・フロー,Proceeds from liquidation of subsidiaries,Proceeds from liquidation of subsidiaries-InvCF
jppfs_cor:PurchaseOfInvestmentsInSubsidiariesInvCF,子会社株式の取得による支出、投資活動によるキャッシュ・フロー,Purchase of shares of subsidiaries,Purchase of shares of subsidiaries-InvCF
jppfs_cor:ProceedsFromSalesOfInvestmentsInSubsidiariesInvCF,子会社株式の売却による収入、投資活動によるキャッシュ・フロー,Proceeds from sales of shares of subsidiaries,Proceeds from sales of shares of subsidiaries-InvCF
jppfs_cor:PurchaseOfTreasuryStockOfSubsidiariesInConsolidationInvCF,子会社の自己株式の取得による支出、投資活動によるキャッシュ・フロー,Purchase of treasury shares of subsidiaries,Purchase of treasury shares of subsidiaries-InvCF
jppfs_cor:ProceedsFromDisposalOfTreasuryStockOfSubsidiariesInConsolidationInvCF,子会社の自己株式の処分による収入、投資活動によるキャッシュ・フロー,Proceeds from disposal of treasury shares of subsidiaries,Proceeds from disposal of treasury shares of subsidiaries-InvCF
jppfs_cor:PurchaseOfStocksOfSubsidiariesAndAffiliatesInvCF,関係会社株式の取得による支出、投資活動によるキャッシュ・フロー,Purchase of shares of subsidiaries and associates,Purchase of shares of subsidiaries and associates-InvCF
jppfs_cor:ProceedsFromSalesOfStocksOfSubsidiariesAndAffiliatesInvCF,関係会社株式の売却による収入、投資活動によるキャッシュ・フロー,Proceeds from sales of shares of subsidiaries and associates,Proceeds from sales of shares of subsidiaries and associates-InvCF
jppfs_cor:ProceedsFromTransferOfBusinessInvCF,事業譲渡による収入、投資活動によるキャッシュ・フロー,Proceeds from sale of businesses,Proceeds from sale of businesses - InvCF
jppfs_cor:PaymentsForTransferOfBusinessInvCF,営業譲受による支出、投資活動によるキャッシュ・フロー,Payments for acquisition of businesses,Payments for acquisition of businesses - InvCF
jppfs_cor:PaymentsForTransferOfBusiness2InvCF,事業譲受による支出、投資活動によるキャッシュ・フロー,Payments for acquisition of businesses,Payments for acquisition of businesses 2 - InvCF
jppfs_cor:PurchaseOfGoodwillInvCF,のれんの取得による支出、投資活動によるキャッシュ・フロー,Purchase of goodwill,Purchase of goodwill-InvCF
jppfs_cor:PurchaseOfOwnUsedAssetsInvCF,社用資産の取得による支出、投資活動によるキャッシュ・フロー,Purchase of own-used assets,Purchase of own-used assets-InvCF
jppfs_cor:ProceedsFromSalesOfOwnUsedAssetsInvCF,社用資産の売却による収入、投資活動によるキャッシュ・フロー,Proceeds from sales of own-used assets,Proceeds from sales of own-used assets-InvCF
jppfs_cor:PaymentsForInvestmentsInCapitalInvCF,出資金の払込による支出、投資活動によるキャッシュ・フロー,Payments for investments in capital,Payments for investments in capital-InvCF
jppfs_cor:CollectionOfInvestmentsInCapitalInvCF,出資金の回収による収入、投資活動によるキャッシュ・フロー,Collection of investments in capital,Collection of investments in capital-InvCF
jppfs_cor:ProceedsFromSalesOfInvestmentsInCapitalInvCF,出資金の売却による収入、投資活動によるキャッシュ・フロー,Proceeds from sales of investments in capital,Proceeds from sales of investments in capital-InvCF
jppfs_cor:ProceedsFromShareOfProfitsOnInvestmentsInCapitalInvCF,出資金の分配による収入、投資活動によるキャッシュ・フロー,Proceeds from share of profits on investments in capital,Proceeds from share of profits on investments in capital-InvCF
jppfs_cor:ProceedsFromSalesOfStocksOfParentCompanyInvCF,親会社株式の売却による収入、投資活動によるキャッシュ・フロー,Proceeds from sales of shares of parent,Proceeds from sales of shares of parent-InvCF
jppfs_cor:PaymentsForInvestmentsInRealEstatesInvCF,投資不動産の取得による支出、投資活動によるキャッシュ・フロー,Payments for investments in real estates,Payments for investments in real estates-InvCF
jppfs_cor:ProceedsFromSalesOfInvestmentsInRealEstatesInvCF,投資不動産の売却による収入、投資活動によるキャッシュ・フロー,Proceeds from sales of investments in real estates,Proceeds from sales of investments in real estates-InvCF
jppfs_cor:DecreaseIncreaseInShortTermLoansReceivableInvCF,短期貸付金の増減額（△は増加）、投資活動によるキャッシュ・フロー,Decrease (increase) in short-term loans receivable,Decrease (increase) in short-term loans receivable-InvCF
jppfs_cor:NetDecreaseIncreaseInShortTermLoansReceivableInvCF,短期貸付金の純増減額（△は増加）、投資活動によるキャッシュ・フロー,Net decrease (increase) in short-term loans receivable,Net decrease (increase) in short-term loans receivable-InvCF
jppfs_cor:PaymentsOfShortTermLoansReceivableInvCF,短期貸付けによる支出、投資活動によるキャッシュ・フロー,Payments of short-term loans receivable,Payments of short-term loans receivable-InvCF
jppfs_cor:CollectionOfShortTermLoansReceivableInvCF,短期貸付金の回収による収入、投資活動によるキャッシュ・フロー,Collection of short-term loans receivable,Collection of short-term loans receivable-InvCF
jppfs_cor:PaymentsOfLongTermLoansReceivableInvCF,長期貸付けによる支出、投資活動によるキャッシュ・フロー,Payments of long-term loans receivable,Payments of long-term loans receivable-InvCF
jppfs_cor:CollectionOfLongTermLoansReceivableInvCF,長期貸付金の回収による収入、投資活動によるキャッシュ・フロー,Collection of long-term loans receivable,Collection of long-term loans receivable-InvCF
jppfs_cor:PaymentsOfLoansReceivableToEmployeesInvCF,従業員に対する貸付けによる支出、投資活動によるキャッシュ・フロー,Payments of loans receivable from employees,Payments of loans receivable from employees-InvCF
jppfs_cor:CollectionOfLoansReceivableToEmployeesInvCF,従業員に対する貸付金の回収による収入、投資活動によるキャッシュ・フロー,Collection of loans receivable from employees,Collection of loans receivable from employees-InvCF
jppfs_cor:PaymentsOfLongTermLoansReceivableToEmployeesInvCF,従業員に対する長期貸付けによる支出、投資活動によるキャッシュ・フロー,Payments of long-term loans receivable from employees,Payments of long-term loans receivable from employees-InvCF
jppfs_cor:CollectionOfLongTermLoansReceivableToEmployeesInvCF,従業員に対する長期貸付金の回収による収入、投資活動によるキャッシュ・フロー,Collection of long-term loans receivable from employees,Collection of long-term loans receivable from employees-InvCF
jppfs_cor:PaymentsOfInvestmentAndLoansReceivableInvCF,投融資による支出、投資活動によるキャッシュ・フロー,Payments of investment and loans receivable,Payments of investment and loans receivable-InvCF
jppfs_cor:CollectionOfInvestmentAndLoansReceivableInvCF,投融資の回収による収入、投資活動によるキャッシュ・フロー,Collection of investment and loans receivable,Collection of investment and loans receivable-InvCF
jppfs_cor:ProceedsFromRentalOfRealEstateForInvestmentInvCF,投資不動産の賃貸による収入、投資活動によるキャッシュ・フロー,Proceeds from rental of real estate for investment,Proceeds from rental of real estate for investment-InvCF
jppfs_cor:PaymentsForDeferredAssetsInvCF,繰延資産の取得による支出、投資活動によるキャッシュ・フロー,Payments for deferred assets,Payments for deferred assets-InvCF
jppfs_cor:PaymentsForInvestmentsInSilentPartnershipInvCF,匿名組合出資金の払込による支出、投資活動によるキャッシュ・フロー,Payments for investments in silent partnership,Payments for investments in silent partnership-InvCF
jppfs_cor:ProceedsFromWithdrawalOfInvestmentsInSilentPartnershipInvCF,匿名組合出資金の払戻による収入、投資活動によるキャッシュ・フロー,Proceeds from withdrawal of investments in silent partnership,Proceeds from withdrawal of investments in silent partnership-InvCF
jppfs_cor:PurchaseOfMoneyHeldInTrustInvCF,金銭の信託の取得による支出、投資活動によるキャッシュ・フロー,Purchase of money held in trust,Purchase of money held in trust-InvCF
jppfs_cor:ProceedsFromCancellationOfMoneyHeldInTrustInvCF,金銭の信託の解約による収入、投資活動によるキャッシュ・フロー,Proceeds from cancellation of money held in trust,Proceeds from cancellation of money held in trust-InvCF
jppfs_cor:PurchaseOfTrustBeneficiaryRightInvCF,信託受益権の取得による支出、投資活動によるキャッシュ・フロー,Purchase of trust beneficiary right,Purchase of trust beneficiary right-InvCF
jppfs_cor:ProceedsFromRedemptionOfTrustBeneficiaryRightInvCF,信託受益権の償還による収入、投資活動によるキャッシュ・フロー,Proceeds from redemption of trust beneficiary right,Proceeds from redemption of trust beneficiary right-InvCF
jppfs_cor:ProceedsFromSalesOfTrustBeneficiaryRightInvCF,信託受益権の売却による収入、投資活動によるキャッシュ・フロー,Proceeds from sales of trust beneficiary right,Proceeds from sales of trust beneficiary right-InvCF
jppfs_cor:ProceedsFromDistributionOfInvestmentInPartnershipsInvCF,投資事業組合からの分配による収入、投資活動によるキャッシュ・フロー,Proceeds from distribution of investment in partnerships,Proceeds from distribution of investment in partnerships-InvCF
jppfs_cor:PurchaseOfOtherIntangibleAssetsInvCF,その他の無形固定資産の取得による支出、投資活動によるキャッシュ・フロー,Purchase of other intangible assets,Purchase of other intangible assets-InvCF
