,タクソノミ,冗長ラベル（日本語）,標準ラベル（英語）,冗長ラベル（英語）
762,jppfs_cor:CostOfPurchasedReceivableCOSExpOA,債権買取原価、営業活動による費用・売上原価,Cost of purchased receivable,Cost of purchased receivable-COSExpOA
763,jppfs_cor:InterestOnCollateralMoneyReceivedForSecuritiesLentCOSExpOA,貸付有価証券代り金利息、営業活動による費用・売上原価,Interest on collateral money received for securities lent,Interest on collateral money received for securities lent-COSExpOA
764,jppfs_cor:OtherFinancialExpensesCOSExpOA,その他の金融費用、営業活動による費用・売上原価,Other financial expenses,Other financial expenses-COSExpOA
765,jppfs_cor:SellingGeneralAndAdministrativeExpensesAbstract,販売費及び一般管理費 [タイトル項目],"Selling, general and administrative expenses","Selling, general and administrative expenses [abstract]"
766,jppfs_cor:SalesCommissionSGA,販売手数料、販売費及び一般管理費,Sales commission,Sales commission-SGA
767,jppfs_cor:PackingExpensesSGA,荷造費、販売費及び一般管理費,Packing expenses,Packing expenses-SGA
768,jppfs_cor:HaulageExpensesSGA,運搬費、販売費及び一般管理費,Haulage expenses,Haulage expenses-SGA
769,jppfs_cor:AdvertisingExpensesSGA,広告宣伝費、販売費及び一般管理費,Advertising expenses,Advertising expenses-SGA
770,jppfs_cor:SampleExpensesSGA,見本費、販売費及び一般管理費,Sample expenses,Sample expenses-SGA
771,jppfs_cor:WarehousingExpensesSGA,保管費、販売費及び一般管理費,Warehousing expenses,Warehousing expenses-SGA
772,jppfs_cor:DeliveryExaminationExpensesSGA,納入試験費、販売費及び一般管理費,Delivery examination expenses,Delivery examination expenses-SGA
773,jppfs_cor:DirectorsCompensationsSGA,役員報酬、販売費及び一般管理費,Remuneration for directors (and other officers),Remuneration for directors (and other officers) - SGA
774,jppfs_cor:SalariesSGA,給料、販売費及び一般管理費,Salaries,Salaries-SGA
775,jppfs_cor:WagesSGA,賃金、販売費及び一般管理費,Wages,Wages-SGA
776,jppfs_cor:AllowanceSGA,手当、販売費及び一般管理費,Allowance,Allowance-SGA
777,jppfs_cor:BonusesSGA,賞与、販売費及び一般管理費,Bonuses,Bonuses-SGA
778,jppfs_cor:WelfareExpensesSGA,福利厚生費、販売費及び一般管理費,Welfare expenses,Welfare expenses-SGA
779,jppfs_cor:EntertainmentExpensesSGA,交際費、販売費及び一般管理費,Entertainment expenses,Entertainment expenses-SGA
780,jppfs_cor:TravelingExpensesSGA,旅費、販売費及び一般管理費,Traveling expenses,Traveling expenses-SGA
781,jppfs_cor:TransportationExpensesSGA,交通費、販売費及び一般管理費,Transportation expenses,Transportation expenses-SGA
782,jppfs_cor:CommunicationExpensesSGA,通信費、販売費及び一般管理費,Communication expenses,Communication expenses-SGA
783,jppfs_cor:HeatingAndLightingExpensesSGA,光熱費、販売費及び一般管理費,Heating and lighting expenses,Heating and lighting expenses-SGA
784,jppfs_cor:SuppliesExpensesSGA,消耗品費、販売費及び一般管理費,Supplies expenses,Supplies expenses-SGA
785,jppfs_cor:TaxesAndDuesSGA,租税公課、販売費及び一般管理費,Taxes and dues,Taxes and dues-SGA
786,jppfs_cor:DepreciationSGA,減価償却費、販売費及び一般管理費,Depreciation,Depreciation-SGA
787,jppfs_cor:RepairExpensesSGA,修繕費、販売費及び一般管理費,Repair expenses,Repair expenses-SGA
788,jppfs_cor:InsuranceExpensesSGA,保険料、販売費及び一般管理費,Insurance expenses,Insurance expenses-SGA
789,jppfs_cor:RentExpensesOnRealEstatesSGA,不動産賃借料、販売費及び一般管理費,Rent expenses on real estates,Rent expenses on real estates-SGA
790,jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsSGA,貸倒引当金繰入額、販売費及び一般管理費,Provision of allowance for doubtful accounts,Provision of allowance for doubtful accounts-SGA
791,jppfs_cor:BadDebtsExpensesSGA,貸倒損失、販売費及び一般管理費,Bad debts expenses,Bad debts expenses-SGA
792,jppfs_cor:ProvisionForBonusesSGA,賞与引当金繰入額、販売費及び一般管理費,Provision for bonuses,Provision for bonuses-SGA
793,jppfs_cor:ProvisionForDirectorsRetirementBenefitsSGA,役員退職慰労引当金繰入額、販売費及び一般管理費,Provision for retirement benefits for directors (and other officers),Provision for retirement benefits for directors (and other officers) - SGA
794,jppfs_cor:ProvisionForDirectorsBonusesSGA,役員賞与引当金繰入額、販売費及び一般管理費,Provision for bonuses for directors (and other officers),Provision for bonuses for directors (and other officers) - SGA
795,jppfs_cor:RetirementBenefitExpensesSGA,退職給付費用、販売費及び一般管理費,Retirement benefit expenses,Retirement benefit expenses-SGA
796,jppfs_cor:ResearchAndDevelopmentExpensesSGA,研究開発費、販売費及び一般管理費,Research and development expenses,Research and development expenses-SGA
797,jppfs_cor:SellingExpensesSGA,販売費、販売費及び一般管理費,Selling expenses,Selling expenses-SGA
798,jppfs_cor:GeneralAndAdministrativeExpensesSGAAbstract,一般管理費、販売費及び一般管理費 [タイトル項目],General and administrative expenses,General and administrative expenses-SGA [abstract]
799,jppfs_cor:GeneralAndAdministrativeExpensesSGA,一般管理費、販売費及び一般管理費,General and administrative expenses,General and administrative expenses-SGA
800,jppfs_cor:PersonalExpensesSGA,人件費、販売費及び一般管理費,Personnel expenses,Personnel expenses-SGA
801,jppfs_cor:SalariesAndAllowancesSGA,給料及び手当、販売費及び一般管理費,Salaries and allowances,Salaries and allowances-SGA
802,jppfs_cor:SalariesAndBonusesSGA,給料及び賞与、販売費及び一般管理費,Salaries and bonuses,Salaries and bonuses-SGA
803,jppfs_cor:SalariesAllowancesAndBonusesSGA,給料手当及び賞与、販売費及び一般管理費,"Salaries, allowances and bonuses","Salaries, allowances and bonuses-SGA"
804,jppfs_cor:SalariesAndAllowancesAndWelfareExpensesSGA,給料手当及び福利費、販売費及び一般管理費,Salaries and allowances and welfare expenses,Salaries and allowances and welfare expenses-SGA
805,jppfs_cor:SalariesAndWagesSGA,給料及び賃金、販売費及び一般管理費,Salaries and wages,Salaries and wages-SGA
806,jppfs_cor:BonusesAndAllowanceSGA,賞与及び手当、販売費及び一般管理費,Bonuses and allowance,Bonuses and allowance-SGA
807,jppfs_cor:EmployeesSalariesSGA,従業員給料、販売費及び一般管理費,Employees' salaries,Employees' salaries-SGA
808,jppfs_cor:EmployeesBonusesSGA,従業員賞与、販売費及び一般管理費,Employees' bonuses,Employees' bonuses-SGA
809,jppfs_cor:EmployeesSalariesAndBonusesSGA,従業員給料及び賞与、販売費及び一般管理費,Employees' salaries and bonuses,Employees' salaries and bonuses-SGA
810,jppfs_cor:EmployeesSalariesAndAllowancesSGA,従業員給料及び手当、販売費及び一般管理費,Employees' salaries and allowances,Employees' salaries and allowances-SGA
811,jppfs_cor:CompensationsSalariesAndAllowancesSGA,報酬及び給料手当、販売費及び一般管理費,"Compensations, salaries and allowances","Compensations, salaries and allowances-SGA"
812,jppfs_cor:DirectorsCompensationsSalariesAndAllowancesSGA,役員報酬及び給料手当、販売費及び一般管理費,"Remuneration, salaries and allowances for directors (and other officers)","Remuneration, salaries and allowances for directors (and other officers) - SGA"
813,jppfs_cor:RetirementPaymentsSGA,退職金、販売費及び一般管理費,Retirement payments,Retirement payments-SGA
814,jppfs_cor:ProvisionForRetirementBenefitsSGA,退職給付引当金繰入額、販売費及び一般管理費,Provision for retirement benefits,Provision for retirement benefits-SGA
815,jppfs_cor:DirectorsRetirementBenefitsSGA,役員退職慰労金、販売費及び一般管理費,Retirement benefits for directors (and other officers),Retirement benefits for directors (and other officers) - SGA
816,jppfs_cor:OtherSalariesSGA,雑給、販売費及び一般管理費,Other salaries,Other salaries-SGA
817,jppfs_cor:LegalAndEmployeeBenefitsExpensesSGA,法定福利及び厚生費、販売費及び一般管理費,Legal and employee benefits expenses,Legal and employee benefits expenses-SGA
818,jppfs_cor:LegalWelfareExpensesSGA,法定福利費、販売費及び一般管理費,Legal welfare expenses,Legal welfare expenses-SGA
819,jppfs_cor:ShareBasedCompensationExpensesSGA,株式報酬費用、販売費及び一般管理費,Share-based compensation expenses,Share-based compensation expenses-SGA
820,jppfs_cor:AmortizationOfGoodwillSGA,のれん償却額、販売費及び一般管理費,Amortization of goodwill,Amortization of goodwill-SGA
821,jppfs_cor:StockIssuanceCostSGA,株式交付費、販売費及び一般管理費,Share issuance cost,Share issuance cost-SGA
822,jppfs_cor:AmortizationOfBusinessCommencementExpensesSGA,開業費償却、販売費及び一般管理費,Amortization of business commencement expenses,Amortization of business commencement expenses-SGA
823,jppfs_cor:AmortizationOfDevelopmentExpensesSGA,開発費償却、販売費及び一般管理費,Amortization of development expenses,Amortization of development expenses-SGA
824,jppfs_cor:CompensationsSGA,支払報酬、販売費及び一般管理費,Compensations,Compensations-SGA
825,jppfs_cor:ConsultingExpensesSGA,顧問料、販売費及び一般管理費,Consulting expenses,Consulting expenses-SGA
826,jppfs_cor:EducationAndTrainingExpensesSGA,教育研修費、販売費及び一般管理費,Education and training expenses,Education and training expenses-SGA
827,jppfs_cor:TrainingExpensesSGA,研修費、販売費及び一般管理費,Training expenses,Training expenses-SGA
828,jppfs_cor:RecruitingExpensesSGA,採用費、販売費及び一般管理費,Recruiting expenses,Recruiting expenses-SGA
829,jppfs_cor:OfferingExpensesSGA,募集費、販売費及び一般管理費,Offering expenses,Offering expenses-SGA
830,jppfs_cor:SubcontractExpensesSGA,外注費、販売費及び一般管理費,Subcontract expenses,Subcontract expenses-SGA
831,jppfs_cor:OperationsConsignmentExpensesSGA,事務委託費、販売費及び一般管理費,Operations consignment expenses,Operations consignment expenses-SGA
832,jppfs_cor:BusinessConsignmentExpensesSGA,業務委託費、販売費及び一般管理費,Business consignment expenses,Business consignment expenses-SGA
833,jppfs_cor:CommissionFeeSGA,支払手数料、販売費及び一般管理費,Commission expenses,Commission expenses - SGA
834,jppfs_cor:RentExpensesSGA,賃借料、販売費及び一般管理費,Rent expenses,Rent expenses-SGA
835,jppfs_cor:FacilityExpensesSGA,施設使用料、販売費及び一般管理費,Facility expenses,Facility expenses-SGA
836,jppfs_cor:RentsSGA,地代家賃、販売費及び一般管理費,Rents,Rents-SGA
837,jppfs_cor:LeaseholdAndOfficeRentsSGA,借地借家料、販売費及び一般管理費,Leasehold and office rents,Leasehold and office rents-SGA
838,jppfs_cor:PromotionExpensesSGA,販売促進費、販売費及び一般管理費,Promotion expenses,Promotion expenses-SGA
839,jppfs_cor:AdvertisingAndPromotionExpensesSGA,広告宣伝費及び販売促進費、販売費及び一般管理費,Advertising and promotion expenses,Advertising and promotion expenses-SGA
840,jppfs_cor:BusinessAdvertisingExpensesSGA,事業宣伝費、販売費及び一般管理費,Business advertising expenses,Business advertising expenses-SGA
841,jppfs_cor:AgentFeeSGA,代理店手数料、販売費及び一般管理費,Agent fee,Agent fee-SGA
842,jppfs_cor:ProvisionForProductWarrantiesSGA,製品保証引当金繰入額、販売費及び一般管理費,Provision for product warranties,Provision for product warranties-SGA
843,jppfs_cor:ProvisionForWarrantiesForCompletedConstructionSGA,完成工事補償引当金繰入額、販売費及び一般管理費,Provision for warranties for completed construction,Provision for warranties for completed construction-SGA
844,jppfs_cor:ProvisionForSpecialRepairsSGA,特別修繕引当金繰入額、販売費及び一般管理費,Provision for special repairs,Provision for special repairs-SGA
845,jppfs_cor:ProvisionForPointCardCertificatesSGA,ポイント引当金繰入額、販売費及び一般管理費,Provision for point card certificates,Provision for point card certificates-SGA
846,jppfs_cor:ProvisionForLossOnInterestRepaymentSGA,利息返還損失引当金繰入額、販売費及び一般管理費,Provision for loss on interest repayment,Provision for loss on interest repayment-SGA
847,jppfs_cor:TransportationAndWarehousingExpensesSGA,運送費及び保管費、販売費及び一般管理費,Transportation and warehousing expenses,Transportation and warehousing expenses-SGA
848,jppfs_cor:FreightageExpensesSGA,運賃、販売費及び一般管理費,Freightage expenses,Freightage expenses-SGA
849,jppfs_cor:FreightageAndPackingExpensesSGA,運賃及び荷造費、販売費及び一般管理費,Freightage and packing expenses,Freightage and packing expenses-SGA
850,jppfs_cor:FreightageRelatedExpensesSGA,運賃諸掛、販売費及び一般管理費,Freightage related expenses,Freightage related expenses-SGA
